hash,author,date,description
63d4015,Peter Parente,Sun Mar 13 23:16:01 2016 -0400,Rebase datascience-notebook on scipy-notebook
0e543f2,Peter Parente,Sun Mar 13 22:23:55 2016 -0400,Update maintainer doc
2c7802b,jakirkham,Thu Mar 10 00:14:23 2016 -0500,Merge pull request #149 from jakirkham/r_channel_squash
af11fbc,John Kirkham,Mon Mar 7 22:55:47 2016 -0500,docker: Add and install from the r channel with conda.
96402c9,John Kirkham,Mon Mar 7 01:10:14 2016 -0500,README: Add badge for Travis CI.
457c3ed,Peter Parente,Tue Mar 8 13:45:16 2016 -0500,Merge pull request #144 from lbustelo/master
f92bc91,Gino Bustelo,Mon Mar 7 12:39:28 2016 -0600,Modified to install Apache Toree using pip (c) Copyright IBM Corp. 2016
0abf8cd,Peter Parente,Mon Mar 7 21:40:01 2016 -0500,Merge pull request #148 from jakirkham/clean_apt_list
630ceec,John Kirkham,Mon Mar 7 21:38:03 2016 -0500,Dockerfile: Clean `apt-get` lists.
30fa42a,Peter Parente,Mon Mar 7 21:34:11 2016 -0500,Merge pull request #145 from jakirkham/add_dockerignore
4d27738,John Kirkham,Mon Mar 7 20:35:45 2016 -0500,Have docker ignore READMEs.
418f9f6,Peter Parente,Mon Mar 7 08:30:20 2016 -0500,Merge pull request #143 from apurva3000/spark_standalone_readme
4597488,Apurva Nandan,Mon Mar 7 14:57:44 2016 +0200,Added instructions for connecting to spark on standalone mode.
4a4937f,Peter Parente,Mon Mar 7 07:43:29 2016 -0500,Merge pull request #140 from jakirkham/apt_get_clean
9f9ddd6,John Kirkham,Sun Mar 6 23:03:15 2016 -0500,all-spark-notebook/Dockerfile: Clean after installing jq.
e06acca,Peter Parente,Sun Mar 6 23:08:16 2016 -0500,Add notes about webhook
0cddf3e,Peter Parente,Sun Mar 6 22:16:34 2016 -0500,Merge pull request #134 from jakirkham/use_travis_ci
5880e3c,John Kirkham,Sun Mar 6 21:11:39 2016 -0500,docker: Pin to a particular release of Debian Jessie via sha256.
a5cc245,John Kirkham,Fri Mar 4 16:23:01 2016 -0500,docker: Make `conda` installs quieter.
7c11691,John Kirkham,Fri Mar 4 13:05:37 2016 -0500,travis: Try a basic Travis CI configuration.
6cc0595,John Kirkham,Fri Mar 4 13:21:50 2016 -0500,make: Add a refresh all command to pull all images.
1cd259b,Peter Parente,Sat Mar 5 17:25:14 2016 -0500,Merge pull request #138 from jakirkham/note_mesos_jessie
ca3f00a,John Kirkham,Sat Mar 5 14:40:58 2016 -0500,pyspark-notebook/Dockerfile: Note to get Mesos for `jessie`.
6e424ef,John Kirkham,Sat Mar 5 14:40:39 2016 -0500,all-spark-notebook/Dockerfile: Note to get Mesos for `jessie`.
58ce041,Peter Parente,Sat Mar 5 14:05:34 2016 -0500,Merge pull request #133 from jakirkham/clean_conda
5548f94,John Kirkham,Fri Mar 4 12:23:49 2016 -0500,datascience-notebook/Dockerfile: Clean out `conda`.
73d926b,John Kirkham,Fri Mar 4 12:22:29 2016 -0500,scipy-notebook/Dockerfile: Clean out `conda`.
4262e55,John Kirkham,Fri Mar 4 12:20:51 2016 -0500,all-spark-notebook/Dockerfile: Clean out `conda`.
3aeaede,John Kirkham,Fri Mar 4 12:19:39 2016 -0500,r-notebook/Dockerfile: Clean out `conda`.
4711a6c,John Kirkham,Fri Mar 4 12:19:01 2016 -0500,pyspark-notebook/Dockerfile: Clean out `conda`.
0458a87,John Kirkham,Fri Mar 4 12:18:02 2016 -0500,minimal-notebook/Dockerfile: Clean out `conda`.
3f15f3b,Matthias Bussonnier,Fri Mar 4 15:26:16 2016 -0800,Merge pull request #135 from jakirkham/conda_yes
61dc40b,John Kirkham,Fri Mar 4 17:24:10 2016 -0500,datascience-notebook/Dockerfile: Tell conda yes.
ff0f89c,John Kirkham,Fri Mar 4 17:23:26 2016 -0500,all-spark-notebook/Dockerfile: Tell conda yes.
d7aa59b,John Kirkham,Fri Mar 4 17:21:56 2016 -0500,scipy-notebook/Dockerfile: Tell conda yes.
2a51eb9,John Kirkham,Fri Mar 4 17:20:24 2016 -0500,pyspark-notebook/Dockerfile: Tell conda yes.
b3d786d,Kyle Kelley,Fri Feb 26 20:23:27 2016 -0600,Merge pull request #126 from parente/wiki-webhook
6a3761b,Peter Parente,Fri Feb 26 21:14:47 2016 -0500,Point to build history page
c942833,Min RK,Fri Feb 26 16:00:12 2016 +0100,Merge pull request #128 from parente/add-libav
e66ffa3,Peter Parente,Fri Feb 26 08:43:01 2016 -0500,Add libav-tools for matplotlib animation
8da0d49,Peter Parente,Fri Feb 19 16:58:51 2016 -0500,Webhook to update docker builds page
a2a2694,Peter Parente,Tue Feb 16 20:34:39 2016 -0500,Merge pull request #125 from jtyberg/compose
4da0bf5,Justin Tyberg,Tue Feb 16 11:40:58 2016 -0500,Update docker-compose example README.
4a4aabe,Justin Tyberg,Tue Feb 16 11:40:16 2016 -0500,Add .DS_Store entry to .gitignore.
b878866,Justin Tyberg,Mon Feb 15 18:21:04 2016 -0500,Add example for deploying notebook container using Docker Compose.
9f9907c,Kyle Kelley,Sat Feb 13 20:32:41 2016 -0600,Merge pull request #122 from parente/update-py35-h5py
3fd3850,Peter Parente,Sat Feb 13 20:48:58 2016 -0500,Bump python libs to match other images
7d3b8b2,Kyle Kelley,Sat Feb 13 07:50:47 2016 -0600,Merge pull request #121 from fperez/update-py35-h5py
3eefa92,Fernando Perez,Fri Feb 12 20:44:17 2016 -0800,Update conda to py35/currenttini to 0.9.0 and add jed/emacs editors.
b8b0460,Fernando Perez,Fri Feb 12 20:08:55 2016 -0800,Update package versions for both py2/py3and add h5py to base list.
b0ed094,Peter Parente,Thu Feb 11 15:42:06 2016 -0500,Merge pull request #119 from jtyberg/letsencrypt
69150f2,Justin Tyberg,Thu Feb 11 11:46:25 2016 -0500,Fix letsencrypt in make-deploy example.
cd4e929,Peter Parente,Thu Feb 11 09:55:16 2016 -0500,Add an internal/README.md
8021f89,Peter Parente,Thu Feb 4 21:30:37 2016 -0500,Merge pull request #117 from parente/fix-py4j-path
d25f33a,Peter Parente,Thu Feb 4 21:29:36 2016 -0500,Fix py4j version and path
5027228,jakirkham,Wed Feb 3 14:28:37 2016 -0500,Merge pull request #115 from parente/spark-1.6.0-toree
83f9f83,Peter Parente,Wed Feb 3 09:11:35 2016 -0500,Update README Spark version mentions
154c4d6,Peter Parente,Tue Feb 2 10:50:20 2016 -0500,Bump Spark dependencies
55d5ca6,Kyle Kelley,Wed Feb 3 08:58:18 2016 -0600,Merge pull request #112 from parente/fix-python2-path
232d6fc,Peter Parente,Tue Feb 2 10:47:57 2016 -0500,Use jq instead of sed
3e27c99,Peter Parente,Tue Feb 2 09:06:54 2016 -0500,Remove os.environ step from spark READMEs
155fdea,Peter Parente,Tue Feb 2 09:03:30 2016 -0500,Set PYSPARK_HOME in python2 kernelspec
5836ee4,Peter Parente,Thu Jan 28 20:32:22 2016 -0500,Remove tag name from REPO
9157d3a,Peter Parente,Thu Jan 28 13:16:13 2016 -0500,Simple Makefile for building ubuntu fix image
f9c1082,Peter Parente,Thu Jan 28 13:11:02 2016 -0500,README for ubuntu locale fix base image
b71bc7b,Kyle Kelley,Thu Jan 28 12:01:55 2016 -0600,Merge pull request #108 from jakirkham/add_ubuntu_14_04_locale_fix
d6ec9ee,John Kirkham,Fri Oct 9 11:09:11 2015 -0400,Dockerfile: Install and configure for the locale `en_US.UTF-8`.
d983654,John Kirkham,Fri Oct 9 11:08:30 2015 -0400,Dockerfile: Use the `ubuntu:14.04` base image.
550c2d3,John Kirkham,Fri Oct 9 11:04:09 2015 -0400,Dockerfile: Add stub for the docker build.
0017b56,Peter Parente,Mon Jan 25 16:45:18 2016 -0500,Merge pull request #107 from parente/bump-min-kern
67a40c5,Peter Parente,Mon Jan 25 16:25:34 2016 -0500,Bump kernel gateway to 0.3.1
761010e,Min RK,Thu Jan 21 13:06:10 2016 +0100,Merge pull request #104 from parente/notebook-4.1
0da1303,Peter Parente,Sun Jan 17 10:12:28 2016 -0500,Add a build-all target for testing
90a3d2e,Peter Parente,Sun Jan 17 10:12:10 2016 -0500,Note bump to notebook 4.1.x
3c7c2c1,Peter Parente,Mon Jan 11 07:51:36 2016 -0500,Bump to Jupyter Notebook 4.1
9aae44e,Peter Parente,Sun Jan 17 10:11:48 2016 -0500,Use updated LICENSE.md file
9cb6443,Kyle Kelley,Thu Jan 14 20:06:41 2016 -0600,Merge pull request #102 from parente/more-minimal-kernel
05d6ae4,Peter Parente,Thu Jan 14 21:03:45 2016 -0500,Leave setups tools installed for pip
ec5516d,Peter Parente,Tue Jan 12 22:46:41 2016 -0500,More minimalfaster build
aefddad,Peter Parente,Tue Jan 12 21:41:24 2016 -0500,Remove build deps from minimal-kernel image
404e094,Peter Parente,Tue Jan 12 21:18:39 2016 -0500,Notesfixes from releasing a new stack
e93291d,Peter Parente,Tue Jan 12 21:01:36 2016 -0500,Note about Python 3 kernel
e7c2515,Peter Parente,Tue Jan 12 20:37:16 2016 -0500,Include minimal-kernel stack in build process
0acf4f0,Peter Parente,Tue Jan 12 20:42:58 2016 -0500,Merge pull request #42 from poplav/minimal_kernel
b89f25d,Michael Poplavski,Tue Jan 12 09:27:38 2016 -0600,Run container as jovyan instead of nobody.
943e376,Michael Poplavski,Tue Jan 12 08:54:24 2016 -0600,Multiple revisions based on feedback.
258a9cc,Peter Parente,Mon Jan 11 21:56:02 2016 -0500,Move wiki ref higher in the README
384d524,Michael Poplavski,Mon Jan 11 15:27:59 2016 -0600,Modified entrypoint of minimal kernel.
9698d1a,Michael Poplavski,Mon Jan 11 14:57:00 2016 -0600,Change user from jovyan to nobody
eafec9a,Michael Poplavski,Mon Jan 11 13:25:26 2016 -0600,Updated to reduce image size of minimal kernel
e717e31,Michael Poplavski,Fri Oct 16 08:53:49 2015 -0500,Updated the kernel_gateway sdist tarball name to dist/jupyter_kernel_gateway-*.tar.gz
5f4d822,Michael Poplavski,Fri Oct 9 12:35:16 2015 -0500,New docker stack for a headless kernel.  It uses the new kernel gateway to provide websocket access without exposing the whole notebook UI.
c922d1f,Peter Parente,Fri Jan 8 21:08:38 2016 -0500,Merge pull request #101 from parente/fix-pdf
e19f504,Peter Parente,Fri Jan 8 21:07:14 2016 -0500,Add texlive-generic-recommended to fix PDF export
2988869,Peter Parente,Mon Jan 4 20:53:47 2016 -0500,Merge pull request #92 from parente/jovyan-by-default
092fe70,Peter Parente,Sat Jan 2 12:46:19 2016 -0500,Merge pull request #93 from parente/add-libxrender1
b7aeac8,Peter Parente,Tue Dec 29 09:35:16 2015 -0500,Install libxrender1 to appease matplotlib
1011206,Peter Parente,Mon Dec 28 12:05:40 2015 -0500,Merge pull request #80 from parente/make-deploy-example
74ed72a,Peter Parente,Mon Dec 28 12:01:18 2015 -0500,Final example cleanup
6d5cd67,Peter Parente,Sun Dec 27 21:05:48 2015 -0500,Make jovyan the default user for the docker cmd
65c5fad,Peter Parente,Tue Dec 22 16:33:52 2015 -0500,Fix lets encrypt for renewals
ba6086c,Peter Parente,Tue Dec 22 16:33:26 2015 -0500,Fix SoftLayer CPUs and DNS
9f8af4f,Peter Parente,Tue Dec 22 16:33:09 2015 -0500,Fix virtualbox CPUs
2d125a7,Peter Parente,Thu Dec 17 19:20:50 2015 -0500,Merge pull request #88 from parente/fix-r-zmq
d8c83ec,Peter Parente,Thu Dec 17 17:00:50 2015 -0500,Bump r-irkernel to 0.5 to fix zmq issue
1768a4f,Kyle Kelley,Wed Dec 16 23:07:58 2015 -0600,Merge pull request #85 from parente/config-lang
9e2c479,Kyle Kelley,Wed Dec 16 23:07:41 2015 -0600,Merge pull request #84 from parente/earlier-user
3562a0c,Peter Parente,Wed Dec 16 22:42:22 2015 -0500,Configure en_US.UTF-8
937dc6e,Peter Parente,Wed Dec 16 17:09:28 2015 -0500,Create jovyan user before conda install
a7b9485,Peter Parente,Fri Dec 11 00:07:18 2015 -0500,More options for securing the notebook
be926f2,Peter Parente / Justin Tyberg,Thu Dec 10 13:30:15 2015 -0500,make-deploy example: run stacks on docker-machines
3afdf21,Peter Parente,Wed Dec 9 17:01:52 2015 -0500,Merge pull request #77 from lbustelo/master
ff62ff0,Gino Bustelo,Tue Dec 8 17:32:31 2015 -0600,Updating to reflect changes in how Spark Kernel is build and packaged (c) Copyright IBM Corp. 2015
cbf05e0,Min RK,Mon Dec 7 22:51:27 2015 +0100,Merge pull request #74 from parente/add-rpy2
0a29b08,Peter Parente,Sat Dec 5 21:26:47 2015 -0500,Add rpy2
a5678f4,Peter Parente,Fri Dec 4 22:39:56 2015 -0500,Merge pull request #72 from parente/fix-ds-bump
8b0d810,Peter Parente,Fri Dec 4 22:36:51 2015 -0500,Fix datascience-notebook build after pandas bump
beb29fb,Peter Parente,Fri Dec 4 22:21:08 2015 -0500,Merge pull request #71 from parente/fix-scipy
913c277,Peter Parente,Fri Dec 4 22:16:47 2015 -0500,Fix scipy-notebook build after pandas bump
4ec01b3,Peter Parente,Fri Dec 4 21:51:37 2015 -0500,Merge pull request #70 from jtyberg/bump_pandas
e53b288,Justin Tyberg,Fri Dec 4 17:39:53 2015 -0500,Bump to pandas 0.17.
4617806,Peter Parente,Fri Nov 20 22:27:38 2015 -0500,Add tips and gotchas section
ebda307,Peter Parente,Fri Nov 20 20:09:40 2015 -0500,Doc --net=host requirements for su
dbb9c7b,Peter Parente,Thu Nov 19 07:34:59 2015 -0500,Merge pull request #66 from parente/pin-spark-kernel
de9267a,Peter Parente,Wed Nov 18 22:47:34 2015 -0500,Build spark kernel from specific SHA
d58f481,Peter Parente,Tue Nov 10 12:08:40 2015 -0500,Pointer to recipes wiki page
adbc703,Peter Parente,Tue Nov 10 10:34:36 2015 -0500,Merge pull request #61 from alewitt/master
2a6c7a5,Alexander Lewitt,Tue Nov 10 09:55:12 2015 -0500,pyspark readmespark ui support.
53cc2f5,Alexander Lewitt,Tue Nov 10 09:52:25 2015 -0500,Update spark readme for spark ui instructions
a388c4a,Peter Parente,Sat Oct 24 22:40:59 2015 -0400,Add temporary rzmq workaround to other R stacks
744c903,Peter Parente,Sat Oct 24 22:36:03 2015 -0400,Merge pull request #50 from parente/doc-cmd-args
1fb0494,Peter Parente,Fri Oct 23 19:38:11 2015 -0400,Merge pull request #57 from parente/fix-r-deps-in-all-spark
41222b0,Peter Parente,Thu Oct 22 21:20:44 2015 -0400,Add system prereqs for R to all-spark-notebook
945db0f,Peter Parente,Thu Oct 22 12:27:50 2015 -0400,Merge pull request #56 from parente/spark-1.5.1
76073dd,Peter Parente,Thu Oct 22 12:19:07 2015 -0400,Temporary workaround for rzmq missing deps
8175501,Kai Wang,Wed Oct 21 15:22:57 2015 +0000,update for Spark 1.5.1
f5bb3d4,Peter Parente,Tue Oct 20 22:43:32 2015 -0400,Remove need to quote >1 args to start-notebook
3411997,Peter Parente,Tue Oct 20 22:43:12 2015 -0400,Retain current default port and interface IP
2819b2b,Min RK,Tue Oct 20 15:21:58 2015 +0100,Merge pull request #49 from parente/readme-updates
ad99f8c,Peter Parente,Mon Oct 19 09:36:28 2015 -0400,Remove trivial env varsdoc command line args
ab2414f,Peter Parente,Mon Oct 19 09:07:13 2015 -0400,Point to the folder READMEs from the top-level
488aa7b,Peter Parente,Mon Oct 19 09:05:10 2015 -0400,Remove 3.x vs 4.x legacy info from README
cc0ac6c,Peter Parente,Fri Oct 16 22:06:08 2015 -0400,Update README with starting SHA for new versioning
9bd33dc,Peter Parente,Fri Oct 16 13:17:38 2015 -0400,Fix release-all build ordering
fbac8a1,Peter Parente,Fri Oct 16 13:03:35 2015 -0400,Merge pull request #46 from parente/new-build
8b20913,Peter Parente,Thu Oct 15 12:20:01 2015 -0400,New versioning scheme
43e1914,Peter Parente,Wed Oct 7 22:31:27 2015 -0400,Add doc about conda environments
1f282e8,Peter Parente,Wed Oct 7 22:05:45 2015 -0400,Document Mesos user flag requirements
6e7c157,Peter Parente,Wed Sep 23 20:17:33 2015 -0400,Note tini is in 4.0 and up images
dcd0a71,Kyle Kelley,Wed Sep 23 07:46:02 2015 -0500,Merge pull request #38 from parente/tini-init
4c34446,Peter Parente,Tue Sep 22 20:50:15 2015 -0400,Fix jovyan hardcode in start-notebook.sh
d425a3a,Peter Parente,Tue Sep 22 20:47:10 2015 -0400,Mention tini and start-notebook.sh in READMEs
678b64e,Peter Parente,Wed Sep 16 22:48:32 2015 -0400,Swap tini for supervisord
735c520,Peter Parente,Tue Sep 15 21:19:25 2015 -0400,Merge pull request #35 from jtyberg/pem_dir
163867c,Justin Tyberg,Tue Sep 15 21:15:30 2015 -0400,Set permissions on PEM_FILEif generated.
5956f1a,Justin Tyberg,Tue Sep 15 11:11:06 2015 -0400,Ensure PEM file directory exists before creating file.
78df4dc,Peter Parente,Sat Sep 12 21:41:20 2015 -0400,Add maintainer workflows to README
e8df991,Peter Parente,Sat Sep 12 21:05:59 2015 -0400,Merge pull request #31 from parente/early-user-late-uid
aec1c74,Peter Parente,Sat Sep 12 20:39:55 2015 -0400,Fix wrong user for apt-get in r-notebook
d51afb3,Peter Parente,Sat Sep 12 20:38:12 2015 -0400,Explicitly document jovyan user
0c508ef,Peter Parente,Sat Sep 12 20:04:48 2015 -0400,Set group=users on home and conda dir
69c5c35,Peter Parente,Fri Sep 11 00:33:41 2015 -0400,Run pyspark all-spark scipy r conda installs as jovyan
b6ecf61,Peter Parente,Thu Sep 10 23:41:53 2015 -0400,Fix for issue #30 missing ijulia
dba9977,Peter Parente,Thu Sep 10 22:01:14 2015 -0400,Create jovyan in Dockerfile reset UID at startup
7c9edef,Peter Parente,Sun Aug 30 21:56:48 2015 -0400,Fix missing install-self on py2 kernelspec
7e5c7a7,Peter Parente,Sun Aug 30 19:33:21 2015 -0400,Merge pull request #21 from parente/costerwi-start-notebook
5bc8eb1,Peter Parente,Sun Aug 30 09:11:19 2015 -0400,Make jovyan name / paths constant
701212d,Peter Parente,Sat Aug 29 21:48:08 2015 -0400,Explicitly set USER root in every Dockerfile
80c8475,Peter Parente,Fri Aug 28 23:45:01 2015 -0400,Improve start-notebook.sh checks
c461656,Peter Parente,Fri Aug 28 22:38:13 2015 -0400,Make subimages compatible with late user creation
30932a3,Carl Osterwisch,Fri Aug 28 10:43:32 2015 -0400,Revert to using supervisord to launch notebook
f2b7f38,Carl Osterwisch,Wed Aug 26 13:50:44 2015 -0400,Added NB_UID to docs
7fad0c4,Carl Osterwisch,Wed Aug 26 13:02:08 2015 -0400,Move useraddenable_sudo.shand server launch into start-notebook.sh
c0dace3,Carl Osterwisch,Wed Aug 26 11:33:06 2015 -0400,Expand $CONDA_DIR prior to writing /etc/profile.d/conda.sh
6c64040,Peter Parente,Fri Aug 28 13:17:00 2015 -0400,Fix README copy/paste image name errors
8cc825b,Peter Parente,Fri Aug 28 08:08:14 2015 -0400,Updated README with new stacklastest/master ref
dcf8014,Peter Parente,Thu Aug 27 22:11:19 2015 -0400,Merge pull request #19 from parente/datascience-stack
7226467,Peter Parente,Thu Aug 27 22:06:52 2015 -0400,Remove extra .gitignore
ebb2220,Peter Parente,Thu Aug 27 22:06:05 2015 -0400,Updates for Jupyter Notebook 4.0.x
b5c9d3b,nymoorland,Mon Aug 24 09:00:38 2015 -0500,removed ~
be64691,nymoorland,Mon Aug 24 05:49:02 2015 -0500,update gitignore
ca7d3f7,nymoorland,Mon Aug 24 05:45:15 2015 -0500,update gitignore
008cc9d,nymoorland,Mon Aug 24 05:40:33 2015 -0500,Add Julia
7916961,nymoorland,Fri Aug 21 19:32:34 2015 -0500,add a Jupyter data science notebook stack
748fc67,Peter Parente,Thu Aug 27 20:32:44 2015 -0400,Revert workaround for r-irkernel from downgrading to ipython 3.2.1
2e9dc63,Peter Parente,Wed Aug 26 22:47:15 2015 -0400,Merge pull request #18 from parente/irkernel-workaround
822938d,Peter Parente,Wed Aug 26 21:22:34 2015 -0400,Prevent r-irkernel from downgrading to ipython 3.2.1
16db7cf,Peter Parente,Tue Aug 25 20:45:04 2015 -0400,Bump master to Jupyter Notebook 4.0
66d12f2,Kyle Kelley,Mon Aug 24 10:26:20 2015 -0500,Merge pull request #14 from parente/v4.0.x
941a244,Peter Parente,Sun Aug 23 09:07:14 2015 -0400,Note 4.0.x branch4.0 tag in README
e1c0c75,Peter Parente,Sat Aug 22 22:23:24 2015 -0400,Upgrade to Jupyter Notebook
4dbc42b,Peter Parente,Thu Aug 20 16:14:15 2015 -0400,Point to jupyter/jupyter gitter
7a77ef8,Peter Parente,Thu Aug 20 08:07:49 2015 -0400,Note what branches and tags mean
910e6b7,Peter Parente,Thu Aug 20 07:43:30 2015 -0400,Added tag info to README
528f81c,Peter Parente,Thu Aug 20 07:35:30 2015 -0400,Merge pull request #9 from gitter-badger/gitter-badge
9d330ff,The Gitter Badger,Thu Aug 20 11:32:57 2015 +0000,Added Gitter badge
e7d171c,Kyle Kelley,Wed Aug 19 10:12:33 2015 -0500,Merge pull request #8 from parente/fix-ipy-version
f0fb87a,Peter Parente,Wed Aug 19 09:35:39 2015 -0400,Allow notebook patch release to vary
c487da2,Peter Parente,Wed Aug 19 09:00:42 2015 -0400,Fix conda hang while solving deps
ef98678,Peter Parente,Tue Aug 18 21:38:19 2015 -0400,Link to stacks on Docker Hub
52cce27,Min RK,Thu Aug 13 13:43:52 2015 -0700,Merge pull request #5 from parente/all-spark
6cefadf,Peter Parente,Fri Jul 24 22:27:56 2015 -0400,Notebook stack Scala Python and R w/ Spark on Mesos
65940dc,Min RK,Wed Aug 12 21:50:48 2015 -0700,Merge pull request #3 from parente/pyspark
871c0ed,Peter Parente,Fri Jul 24 22:27:56 2015 -0400,Spark 1.4.1 and Mesos 0.22 for Python 2 and 3
641b293,Min RK,Wed Aug 12 09:06:01 2015 -0700,Merge pull request #4 from parente/net-host-config
6ac874b,Peter Parente,Tue Aug 11 16:09:40 2015 -0400,Make NotebookApp.ip and .port configurable
df5cc8d,Peter Parente,Tue Jul 28 23:28:03 2015 -0400,Add missing libs to scipy-notebook README
ac2be95,Kyle Kelley,Wed Jul 22 06:39:38 2015 -0700,Merge pull request #1 from parente/initial-stacks
8ab2e0e,Peter Parente,Sun Jul 19 23:20:27 2015 -0400,Initial contribution of R scipy minimal notebook stacks
e3ef913,Kyle Kelley,Wed Jul 15 10:30:00 2015 -0500,Initial commit
